customer_city,customer_state,lat,lon
lindoia,SP,-22.5226,-46.65
bonfinopolis,GO,-16.6173,-48.9616
ibiam,SC,-27.1847,-51.2352
morungaba,SP,-22.8811,-46.7896
andradina,SP,-20.8948,-51.3786
tatui,SP,-23.3487,-47.8461
mata verde,MG,-15.6869,-40.7366
cornelio procopio,PR,-23.1829,-50.6498
itapipoca,CE,-3.49933,-39.5836
queluz,SP,-22.5312,-44.7781
godoy moreira,PR,-24.173,-51.9246
iracemapolis,SP,-22.5832,-47.523
buritizeiro,MG,-17.3656,-44.9606
xique-xique,BA,-10.823,-42.7245
uruacu,GO,-14.5238,-49.1396
japi,RN,-6.46544,-35.9346
itauna,MG,-20.0818,-44.5801
sao francisco de assis,RS,-29.5547,-55.1253
pitangueiras,SP,-21.0132,-48.221
pitangueiras,SP,-23.2281,-51.5873
ze doca,MA,-3.27014,-45.6553
dracena,SP,-21.4843,-51.535
cachoeiras de macacu,RJ,-22.4658,-42.6523
barauna,RN,-5.06977,-37.6129
barauna,RN,-6.63484,-36.2601
formiga,MG,-20.4618,-45.4268
rodeio,SC,-26.9243,-49.3649
jequie,BA,-13.8509,-40.0877
juvenilia,MG,-14.2662,-44.1597
poco fundo,MG,-21.78,-45.9658
amparo,SP,-7.55502,-37.0628
amparo,SP,-22.7088,-46.772
lauro muller,SC,-28.3859,-49.4035
japeri,RJ,-22.6435,-43.6602
ourinhos,SP,-22.9797,-49.8697
lagoa dos gatos,PE,-8.6602,-35.904
embu-guacu,SP,-23.8297,-46.8136
nossa senhora do remedio,SP,,
tambau,SP,-21.7029,-47.2703
orlandia,SP,-20.7169,-47.8852
bananeiras,PB,-6.74775,-35.6246
sao joao do manhuacu,MG,-20.3933,-42.1533
sarandi,RS,-23.4441,-51.876
sarandi,RS,-27.942,-52.9231
congonhas,MG,-20.4958,-43.851
boa esperanca,MG,-24.2467,-52.7876
boa esperanca,MG,-21.0927,-45.5612
boa esperanca,MG,-18.5395,-40.3025
sandolandia,TO,-12.538,-49.9242
garca,SP,-22.2125,-49.6546
descalvado,SP,-21.9002,-47.6181
guaracai,SP,-21.0292,-51.2119
aruana,GO,-14.9166,-51.075
inga,PB,-7.28144,-35.605
taio,SC,-27.121,-49.9942
gaurama,RS,-27.5856,-52.0915
praia grande,SP,-24.0084,-46.4121
praia grande,SP,-29.1918,-49.9525
janauba,MG,-15.8022,-43.3132
nova monte verde,MT,-9.99998,-57.5261
mongagua,SP,-24.0809,-46.6265
monte alto,SP,-21.2655,-48.4971
sao joao do piaui,PI,-8.35466,-42.2559
primavera do leste,MT,-15.544,-54.2811
seropedica,RJ,-22.7526,-43.7155
indaial,SC,-26.8992,-49.2354
teofilo otoni,MG,-17.8595,-41.5087
santa terezinha,SC,-26.7813,-50.009
santa terezinha,SC,-10.4704,-50.514
santa terezinha,SC,-7.37696,-37.4787
planaltina,GO,-15.452,-47.6089
caravelas,BA,-17.7268,-39.2597
muritiba,BA,-12.6329,-38.9921
itatiba,SP,-23.0035,-46.8464
piumhii,MG,,
pitanga,PR,-24.7588,-51.7596
capelinha,MG,-17.6888,-42.5147
ipero,SP,-23.3513,-47.6927
tarabai,SP,-22.3016,-51.5621
aparecida do taboado,MS,-20.0873,-51.0961
maioba,MA,,
monnerat,RJ,,
sao lourenco do sul,RS,-31.3564,-51.9715
biguacu,SC,-27.496,-48.6598
venda nova do imigrante,ES,-20.327,-41.1355
arapoti,PR,-24.1548,-49.8285
fazenda rio grande,PR,-25.6624,-49.3073
senges,PR,-24.1129,-49.4616
aracruz,ES,-19.82,-40.2764
canela,RS,-29.356,-50.8119
porto franco,MA,-6.34149,-47.3962
veranopolis,RS,-28.9312,-51.5516
candiota,RS,-31.5516,-53.6773
carmo do paranaiba,MG,-18.991,-46.3167
itacare,BA,-14.2784,-38.9959
desembargador otoni,MG,,
joanopolis,SP,-22.927,-46.2741
registro,SP,-24.4979,-47.8449
ipiranga do norte,MT,-12.2408,-56.1531
felipe guerra,RN,-5.59274,-37.6875
dumont,SP,-21.2324,-47.9756
itapetininga,SP,-23.5886,-48.0483
bom despacho,MG,-19.7386,-45.2622
lagoa santa,MG,-19.1832,-51.3998
lagoa santa,MG,-19.6397,-43.8932
estacao,RS,-27.9135,-52.2635
panorama,SP,-21.354,-51.8562
palmares,PE,-8.68423,-35.589
prata,MG,-19.3086,-48.9276
prata,MG,-7.68826,-37.0801
santa adelia,SP,-21.2427,-48.8063
iguaba grande,RJ,-22.8495,-42.2299
sarzedo,MG,-20.0367,-44.1446
dourado,SP,-22.1044,-48.3178
alcinopolis,MS,-18.3255,-53.7042
limoeiro do norte,CE,-5.14392,-38.0847
ibiraci,MG,-20.4611,-47.1222
ilhabela,SP,-23.7785,-45.3552
icara,SC,-28.7132,-49.3087
paiva,MG,-21.2913,-43.4088
batatais,SP,-20.8929,-47.5921
formoso do araguaia,TO,-11.7976,-49.5316
itapaci,GO,-14.9522,-49.5511
fernandopolis,SP,-20.2806,-50.2471
miguel pereira,RJ,-22.4572,-43.4803
tocos,RJ,,
campos do jordao,SP,-22.7296,-45.5833
catalao,GO,-18.1656,-47.944
sao jose da lapa,MG,-19.6971,-43.9586
marituba,PA,-1.36002,-48.3421
arapora,MG,-18.4357,-49.1847
turvo,PR,-25.0437,-51.5282
turvo,PR,-28.9272,-49.6831
rubiataba,GO,-15.1617,-49.8048
guaruja do sul,SC,-26.3858,-53.5296
pedra bela,SP,-22.7902,-46.4455
perdizes,MG,-19.3434,-47.2963
jesuania,MG,-21.9887,-45.2911
antonio carlos,MG,-27.5191,-48.766
antonio carlos,MG,-21.321,-43.7451
itapecerica,MG,-20.4704,-45.127
monte belo,MG,-21.3271,-46.3635
mossoro,RN,-5.18374,-37.3474
piraju,SP,-23.1981,-49.3803
encruzilhada do sul,RS,-30.543,-52.5204
igaratinga,MG,-19.9476,-44.7063
sao luis de montes belos,GO,-16.5211,-50.3726
santa rosa,RS,-27.8702,-54.4796
lagoinha,SP,-23.0846,-45.1944
trindade,PE,-16.6517,-49.4927
trindade,PE,-7.759,-40.2647
redentora,RS,-27.664,-53.6407
cuite,PB,-6.47647,-36.1515
coxim,MS,-18.5013,-54.751
lucas do rio verde,MT,-13.0588,-55.9042
ibirataia,BA,-14.0643,-39.6459
olimpia,SP,-20.7366,-48.9106
cedro,CE,-6.60034,-39.0609
cedro,CE,-7.71179,-39.2367
mario campos,MG,-20.0582,-44.1883
umuarama,PR,-23.7656,-53.3201
nova xavantina,MT,-14.6771,-52.3502
sao borja,RS,-28.6578,-56.0036
aguai,SP,-22.0572,-46.9735
itapira,SP,-22.4357,-46.8224
uniao da vitoria,PR,-26.2273,-51.0873
nova odessa,SP,-22.7832,-47.2941
itapuranga,GO,-15.5606,-49.949
nova cruz,RN,-6.47511,-35.4286
apuiares,CE,-3.94506,-39.4359
almirante tamandare,PR,-25.3188,-49.3037
correia pinto,SC,-27.5877,-50.3614
itamarandiba,MG,-17.8552,-42.8561
juscimeira,MT,-16.0633,-54.8859
ipora,GO,-24.0083,-53.706
ipora,GO,-16.4398,-51.118
cedro de sao joao,SE,-10.2534,-36.8856
santa barbara d'oeste,SP,-22.7553,-47.4143
sao joao da urtiga,RS,-27.8195,-51.8257
valparaiso de goias,GO,-16.0651,-47.9757
jussara,GO,-11.0431,-41.9702
jussara,GO,-15.8659,-50.8668
jussara,GO,-23.6219,-52.4693
capao da canoa,RS,-29.7642,-50.0282
araxa,MG,-19.5902,-46.9438
campo belo,MG,-20.8932,-45.2699
monte aprazivel,SP,-20.768,-49.7184
bom jesus do querendo,RJ,,
socorro,SP,-22.5903,-46.5251
catanduva,SP,-21.1314,-48.977
monte castelo,SC,-26.461,-50.2327
monte castelo,SC,-21.2981,-51.5679
tabatinga,SP,-21.7239,-48.6896
tabatinga,SP,-4.2416,-69.9383
bayeux,PB,-7.1238,-34.9293
ijui,RS,-28.388,-53.92
tangara da serra,MT,-14.6229,-57.4933
campos borges,RS,-28.8871,-53.0008
palma,MG,-21.3748,-42.3123
minacu,GO,-13.5304,-48.2206
miracema,RJ,-21.4148,-42.1938
taruma,SP,-22.7429,-50.5786
sao francisco do sul,SC,-26.2579,-48.6344
cedral,SP,-2.00027,-44.5281
cedral,SP,-20.9009,-49.2664
camaragibe,PE,-8.02351,-34.9782
lajeado,RS,-9.74996,-48.3565
lajeado,RS,-29.4591,-51.9644
cerqueira cesar,SP,-23.038,-49.1655
frutal,MG,-20.0259,-48.9355
igarata,SP,-23.2037,-46.157
novo gama,GO,-16.0592,-48.0417
sapucaia do sul,RS,-29.8276,-51.145
juquitiba,SP,-23.9244,-47.0653
terra boa,PR,-23.7683,-52.447
joao monlevade,MG,-19.8126,-43.1735
porangatu,GO,-13.4391,-49.1503
formosa da serra negra,MA,-6.44017,-46.1916
rafard,SP,-23.0105,-47.5318
rainha do mar,RS,,
pontal,SP,-21.0216,-48.0423
rio do sul,SC,-27.2156,-49.643
nilopolis,RJ,-22.8057,-43.4233
maracaju,MS,-21.6105,-55.1678
santo augusto,RS,-27.8526,-53.7776
banabuiu,CE,-5.30454,-38.9132
buenopolis,MG,-17.8744,-44.1775
barbalha,CE,-7.2982,-39.3021
quintana,SP,-22.0692,-50.307
chorrocho,BA,-8.9695,-39.0979
votuporanga,SP,-20.4237,-49.9781
poco verde,SE,-10.7151,-38.1813
cipo-guacu,SP,,
santarem,PA,-2.43849,-54.6996
santa clara do sul,RS,-29.4747,-52.0843
ibiuna,SP,-23.6596,-47.223
capivari,SP,-22.9951,-47.5071
arraias,TO,-12.9287,-46.9359
patos,PB,-7.01743,-37.2747
sao francisco do guapore,RO,-12.052,-63.568
vitoria da conquista,BA,-14.8615,-40.8442
urucuca,BA,-14.5963,-39.2851
vacaria,RS,-28.5079,-50.9418
campos altos,MG,-19.6914,-46.1725
nossa senhora do socorro,SE,-10.8468,-37.1231
cruzeiro do sul,RS,-22.9624,-52.1622
cruzeiro do sul,RS,-29.5148,-51.9928
cruzeiro do sul,RS,-7.62762,-72.6756
cataguases,MG,-21.3924,-42.6896
varzea grande,MT,-6.54899,-42.248
varzea grande,MT,-15.6458,-56.1322
santa rita do sapucai,MG,-22.2461,-45.7034
jaboticabal,SP,-21.252,-48.3252
ilha comprida,SP,-24.7307,-47.5383
brasilia de minas,MG,-16.2104,-44.4299
moreno,PE,-8.10871,-35.0835
capanema,PR,-1.20529,-47.1778
capanema,PR,-25.6691,-53.8055
tombos,MG,-20.9086,-42.0228
espumoso,RS,-28.7286,-52.8461
ouro branco,MG,-20.5263,-43.6962
ouro branco,MG,-6.6958,-36.9428
ouro branco,MG,-9.15884,-37.3556
valenca do piaui,PI,-6.40301,-41.7375
igrejinha,RS,-29.5693,-50.7919
engenheiro coelho,SP,-22.4836,-47.211
parauapebas,PA,-6.06781,-49.9037
afonso claudio,ES,-20.0778,-41.1261
sao bernardo,MA,-3.37223,-42.4191
salto do jacui,RS,-29.0951,-53.2133
pires do rio,GO,-17.3019,-48.2768
taguatinga,DF,-12.4026,-46.437
astorga,PR,-23.2318,-51.6668
medina,MG,-16.2245,-41.4728
porto ferreira,SP,-21.8498,-47.487
aracariguama,SP,-23.4366,-47.0608
hidrolandia,CE,-16.9626,-49.2265
hidrolandia,CE,-4.40958,-40.4056
virginopolis,MG,-18.8154,-42.7015
soledade de minas,MG,-22.0554,-45.0464
casca,RS,-28.5605,-51.9815
sapiranga,RS,-29.6349,-51.0064
angatuba,SP,-23.4917,-48.4139
ibirapua,BA,-17.6832,-40.1129
itupeva,SP,-23.1526,-47.0593
espera feliz,MG,-20.6508,-41.9119
penedo,AL,-10.2874,-36.5819
ibirite,MG,-20.0252,-44.0569
miracatu,SP,-24.2766,-47.4625
francisco santos,PI,-6.99491,-41.1288
paracambi,RJ,-22.6078,-43.7108
cardoso,SP,-20.08,-49.9183
floriano,PI,-6.77182,-43.0241
rondonopolis,MT,-16.4673,-54.6372
barra de sao francisco,ES,-18.7548,-40.8965
lavinia,SP,-21.1639,-51.0412
guajara-mirim,RO,-10.7889,-65.3296
guimaraes,MA,-2.12755,-44.602
sao tome,RN,-23.5349,-52.5901
sao tome,RN,-5.96404,-36.0798
medianeira,PR,-25.2977,-54.0943
conceicao das pedras,MG,-22.1576,-45.4562
rinopolis,SP,-21.7284,-50.7239
capim grosso,BA,-11.3797,-40.0089
guaira,SP,-20.3196,-48.312
guaira,SP,-24.085,-54.2573
euclides da cunha paulista,SP,-22.5545,-52.5928
lagoa da prata,MG,-20.0237,-45.5401
nanuque,MG,-17.8481,-40.3533
luis antonio,SP,-21.55,-47.7801
senador firmino,MG,-20.9158,-43.0904
viradouro,SP,-20.8734,-48.293
itabera,SP,-23.8638,-49.14
cambara,PR,-23.0423,-50.0753
sananduva,RS,-27.947,-51.8079
tapera,RS,-28.6277,-52.8613
tupaciguara,MG,-18.5866,-48.6985
colombo,PR,-25.2925,-49.2262
ananindeua,PA,-1.36391,-48.3743
coribe,BA,-13.8232,-44.4586
rio doce,MG,-20.2412,-42.8995
mogi mirim,SP,-22.4332,-46.9532
tocos do moji,MG,-22.3698,-46.0971
beberibe,CE,-4.17741,-38.1271
formosa do rio preto,BA,-11.0328,-45.193
claudio,MG,-20.4437,-44.7673
rio paranaiba,MG,-19.1861,-46.2455
humberto de campos,MA,-2.59828,-43.4649
camocim de sao felix,PE,-8.35865,-35.7653
santo antonio de posse,SP,-22.6029,-46.9192
mesquita,RJ,-22.8028,-43.4601
mesquita,RJ,-19.224,-42.6079
passa quatro,MG,-22.3871,-44.9709
belo oriente,MG,-19.2199,-42.4828
alto araguaia,MT,-17.3153,-53.2181
igarassu,PE,-7.82881,-34.9013
porto velho,RO,-8.76077,-63.8999
cajazeiras,PB,-6.88004,-38.5577
garopaba,SC,-28.0275,-48.6192
rio azul,PR,-25.7306,-50.7985
dois corregos,SP,-22.3673,-48.3819
sooretama,ES,-19.1897,-40.0974
cruzeiro do oeste,PR,-23.7799,-53.0774
nazare paulista,SP,-23.1747,-46.3983
riversul,SP,-23.829,-49.429
iguaracu,PR,-23.1949,-51.8256
maracas,BA,-13.4355,-40.4323
parana,TO,-12.6167,-47.8734
parana,TO,-6.47565,-38.3057
reboucas,PR,-25.6232,-50.6877
ametista do sul,RS,-27.3607,-53.183
itu,SP,-23.2544,-47.2927
cacu,GO,-18.5594,-51.1328
vespasiano,MG,-19.6883,-43.9239
lindolfo collor,RS,-29.5859,-51.2141
sao lourenco,MG,-22.1166,-45.0506
santana do sobrado,BA,,
cafelandia,PR,-21.8031,-49.6092
cafelandia,PR,-24.6189,-53.3207
ibiapina,CE,-3.92403,-40.8911
schroeder,SC,-26.4116,-49.074
sao joao do oriente,MG,-19.3384,-42.1575
matao,SP,-21.6025,-48.364
itanhandu,MG,-22.2942,-44.9382
santo angelo,RS,-28.3001,-54.2668
capinopolis,MG,-18.6862,-49.5706
colatina,ES,-19.5493,-40.6269
nova mutum,MT,-13.8374,-56.0743
munhoz de melo,PR,-23.1487,-51.7737
ibate,SP,-21.9584,-47.9882
unai,MG,-16.3592,-46.9022
medeiros neto,BA,-17.3707,-40.2238
anta,RJ,,
ouroeste,SP,-20.0061,-50.3768
central,BA,-11.1376,-42.1116
nova independencia,SP,-21.1026,-51.4905
itapema,SC,-27.0861,-48.616
sao jose do cedro,SC,-26.4561,-53.4955
camutanga,PE,-7.40545,-35.2664
ipumirim,SC,-27.0772,-52.1289
cristalia,MG,-16.716,-42.8571
andira,PR,-23.0533,-50.2304
panelas,PE,-8.66121,-36.0125
comodoro,MT,-13.6614,-59.7848
domingos martins,ES,-20.3603,-40.6594
tangua,RJ,-22.7423,-42.7202
sao gotardo,MG,-19.3087,-46.0465
araguaina,TO,-7.19238,-48.2044
ilheus,BA,-14.793,-39.046
louveira,SP,-23.0856,-46.9484
imbituba,SC,-28.2284,-48.6659
ouricuri,PE,-7.87918,-40.08
itatinga,SP,-23.1047,-48.6157
santo cristo,RS,-27.8263,-54.662
arraial d'ajuda,BA,,
piracanjuba,GO,-17.302,-49.017
russas,CE,-4.92673,-37.9721
lambari,MG,-21.9671,-45.3498
vargem alta,ES,-20.669,-41.0179
sacra familia do tingua,RJ,,
assis chateaubriand,PR,-24.4168,-53.5213
lago da pedra,MA,-4.56974,-45.1319
unistalda,RS,-29.04,-55.1517
sao joao evangelista,MG,-18.548,-42.7655
paramirim,BA,-13.4388,-42.2395
goias,GO,-15.9333,-50.14
paracuru,CE,-3.41436,-39.03
cruz alta,RS,-28.645,-53.6048
presidente bernardes,SP,-22.0082,-51.5565
presidente bernardes,SP,-20.7656,-43.1895
pains,MG,-20.3705,-45.6627
sao goncalo do rio preto,MG,-18.0025,-43.3854
jacinto machado,SC,-28.9961,-49.7623
sobralia,MG,-19.2345,-42.0998
maraba,PA,-5.38075,-49.1327
paraibuna,SP,-23.3872,-45.6639
toropi,RS,-29.4782,-54.2244
jauru,MT,-15.3342,-58.8723
cristalandia,TO,-10.5985,-49.1942
castelo do piaui,PI,-5.31869,-41.5499
ibipora,PR,-23.2659,-51.0522
presidente dutra,MA,-11.2923,-41.9843
presidente dutra,MA,-5.2898,-44.495
vera cruz,BA,-6.04399,-35.428
vera cruz,BA,-12.9568,-38.6153
vera cruz,BA,-29.7184,-52.5152
vera cruz,BA,-22.2183,-49.8207
paulo frontin,PR,-26.0466,-50.8304
rio grande da serra,SP,-23.7437,-46.3971
ocaucu,SP,-22.438,-49.922
xinguara,PA,-7.0983,-49.9437
guaranesia,MG,-21.3009,-46.7964
extrema,MG,-22.854,-46.3178
braco do rio,ES,,
timon,MA,-5.09769,-42.8329
ipora do oeste,SC,-26.9854,-53.5355
santa cruz da conceicao,SP,-22.1405,-47.4512
ivate,PR,-23.4072,-53.3687
erechim,RS,-27.6364,-52.2697
palmeiras,BA,-12.5059,-41.5809
guarani,MG,-21.3563,-43.0328
tremembe,SP,-22.9571,-45.5475
rio preto,MG,-22.0861,-43.8293
tucunduva,RS,-27.6573,-54.4439
sao tiago,MG,-20.9075,-44.5098
prados,MG,-21.0597,-44.0778
aguas belas,PE,-9.11125,-37.1226
xambre,PR,-23.7364,-53.4884
arvorezinha,RS,-28.8737,-52.1781
sao martinho,RS,-28.1609,-48.9867
sao martinho,RS,-27.7112,-53.9699
antonio prado,RS,-28.8565,-51.2883
paulo lopes,SC,-27.9607,-48.6864
maravilha,SC,-9.23045,-37.3524
maravilha,SC,-26.7665,-53.1737
jeremoabo,BA,-10.0685,-38.3471
navirai,MS,-23.0618,-54.1995
itubera,BA,-13.7249,-39.1481
uruguaiana,RS,-29.7614,-57.0853
ji-parana,RO,-10.8777,-61.9322
tabuleiro,MG,-21.3632,-43.2381
campo ere,SC,-26.3931,-53.0856
california da barra,RJ,,
rio claro,RJ,-22.72,-44.1419
rio claro,RJ,-22.3984,-47.5546
nova londrina,PR,-22.7639,-52.9868
divinopolis de goias,GO,-13.2853,-46.3999
uruana,GO,-15.4993,-49.6861
presidente prudente,SP,-22.1207,-51.3925
sao joao de petropolis,ES,,
luis eduardo magalhaes,BA,-12.0956,-45.7866
matupa,MT,-10.1821,-54.9467
quatro barras,PR,-25.3673,-49.0763
costa rica,MS,-18.5432,-53.1287
novo oriente,CE,-5.52552,-40.7713
capao bonito,SP,-24.0113,-48.3482
taua,CE,-5.98585,-40.2968
igarapava,SP,-20.0407,-47.7466
jacui,MG,-21.0137,-46.7359
aragarcas,GO,-15.8955,-52.2372
independencia,CE,-27.8354,-54.1886
independencia,CE,-5.38789,-40.3085
lagoa de velhos,RN,-6.0119,-35.8729
cantagalo,RJ,-21.9797,-42.3664
cantagalo,RJ,-25.3734,-52.1198
cantagalo,RJ,-18.5248,-42.6223
paulo afonso,BA,-9.3983,-38.2216
caldas novas,GO,-17.7441,-48.6246
dores de guanhaes,MG,-19.0516,-42.9254
aguas de lindoia,SP,-22.4733,-46.6314
sao jose da bela vista,SP,-20.5935,-47.6424
montanha,ES,-18.1303,-40.3668
santana,AP,-12.9792,-44.0506
santana,AP,-0.045434,-51.1729
jaci,SP,-20.8805,-49.5797
feira nova,PE,-7.94704,-35.3801
feira nova,PE,-10.2616,-37.3147
cachoeira da prata,MG,-19.521,-44.4544
carazinho,RS,-28.2958,-52.7933
cunha,SP,-23.0731,-44.9576
bom jesus da penha,MG,-21.0148,-46.5174
santa isabel do para,PA,,
caxias,MA,-4.86505,-43.3617
pacaembu,SP,-21.5627,-51.2654
mucuri,BA,-18.0754,-39.5565
santaluz,BA,-11.2508,-39.375
tocantinopolis,TO,-6.32447,-47.4224
aruja,SP,-23.3965,-46.32
palmeira,PR,-25.4257,-50.007
palmeira,PR,-27.583,-50.1577
araripina,PE,-7.57073,-40.494
bom conselho,PE,-9.16919,-36.6857
piripa,BA,-14.9444,-41.7168
ponto belo,ES,-18.1253,-40.5458
mangueirinha,PR,-25.9421,-52.1743
monte siao,MG,-22.4335,-46.573
cianorte,PR,-23.6599,-52.6054
aguas da prata,SP,-21.9319,-46.7176
catende,PE,-8.67509,-35.7024
urupes,SP,-21.2032,-49.2931
vila rica,MT,-10.0137,-51.1186
macedonia,SP,-20.1444,-50.1973
sao joao,PE,-25.8214,-52.7252
sao joao,PE,-8.87576,-36.3653
vila nova,PR,,
sao francisco de itabapoana,RJ,-21.4702,-41.1091
esmeraldas,MG,-19.764,-44.3065
portela,RJ,,
borborema,SP,-6.80199,-35.6187
borborema,SP,-21.6214,-49.0741
santa cruz cabralia,BA,-16.2825,-39.0295
palmital,SP,-22.7858,-50.218
palmital,SP,-24.8853,-52.2029
cicero dantas,BA,-10.5897,-38.3794
cachoeira alta,GO,-18.7618,-50.9432
niquelandia,GO,-14.4662,-48.4599
paraguacu paulista,SP,-22.4114,-50.5732
ilha solteira,SP,-20.4326,-51.3426
santo antonio do leverger,MT,-15.8632,-56.0788
girua,RS,-28.0297,-54.3517
serranopolis de minas,MG,-15.8176,-42.8732
morada nova,CE,-5.09736,-38.3702
sarandi,PR,-23.4441,-51.876
sarandi,PR,-27.942,-52.9231
sao pedro da agua branca,MA,-5.08472,-48.4291
antonio carlos,SC,-27.5191,-48.766
antonio carlos,SC,-21.321,-43.7451
jacarezinho,PR,-23.1591,-49.9739
ibirarema,SP,-22.8185,-50.0739
caraiba,PE,,
gaucha do norte,MT,-13.2443,-53.0809
matias barbosa,MG,-21.869,-43.3135
santa tereza do oeste,PR,-25.0543,-53.6274
aguas de sao pedro,SP,-22.5977,-47.8734
candeias,MG,-12.6716,-38.5472
candeias,MG,-20.7692,-45.2765
varzea paulista,SP,-23.2136,-46.8234
pilar do sul,SP,-23.8077,-47.7222
macau,RN,-5.10795,-36.6318
jandaia do sul,PR,-23.6011,-51.6448
jeceaba,MG,-20.5339,-43.9894
vila dos cabanos,PA,,
carinhanha,BA,-14.2985,-43.7724
arace,ES,,
abreu e lima,PE,-7.90072,-34.8984
salto do lontra,PR,-25.7813,-53.3135
santo expedito do sul,RS,-27.9074,-51.6434
tiete,SP,-23.1101,-47.7164
juatuba,MG,-19.9448,-44.3451
bom jesus da lapa,BA,-13.2506,-43.4108
nova santa rosa,PR,-24.4693,-53.9552
garanhuns,PE,-8.88243,-36.4966
abaete,MG,-19.1551,-45.4444
lajedo,PE,-8.65791,-36.3293
barra do tarrachil,BA,,
carandai,MG,-20.9566,-43.811
tupassi,PR,-24.5879,-53.5105
saubara,BA,-12.7387,-38.7625
sao simao,GO,-21.4732,-47.5518
sao simao,GO,-18.996,-50.547
barra velha,SC,-26.637,-48.6933
itaja,GO,-5.63894,-36.8712
itaja,GO,-19.0673,-51.5495
coroata,MA,-4.13442,-44.1244
braganca,PA,-1.06126,-46.7826
rio pardo de minas,MG,-15.616,-42.5405
mamanguape,PB,-6.8337,-35.1213
duere,TO,-11.3416,-49.2716
anage,BA,-14.6151,-41.1356
santo antonio do jacinto,MG,-16.5332,-40.1817
cesario lange,SP,-23.226,-47.9545
sao raimundo nonato,PI,-9.01241,-42.6987
escada,PE,-8.35672,-35.2241
cangucu,RS,-31.396,-52.6783
cantagalo,MG,-21.9797,-42.3664
cantagalo,MG,-25.3734,-52.1198
cantagalo,MG,-18.5248,-42.6223
apore,GO,-18.9607,-51.9232
cajapio,MA,-2.87326,-44.6741
sao gabriel,RS,-30.3337,-54.3217
sao gabriel,RS,-11.2175,-41.8843
santa albertina,SP,-20.0311,-50.7297
capao da porteira,RS,,
nova brasilandia d'oeste,RO,-11.7247,-62.3127
cordeiropolis,SP,-22.4778,-47.4519
dois irmaos,RS,-29.5836,-51.0898
canhotinho,PE,-8.87652,-36.1979
barra do corda,MA,-5.49682,-45.2485
espirito santo do pinhal,SP,-22.1909,-46.7477
xanxere,SC,-26.8747,-52.4036
mansidao,BA,-10.7227,-44.0428
guararema,SP,-23.4112,-46.0369
mostardas,RS,-31.1054,-50.9167
rio do campo,SC,-26.9452,-50.136
currais novos,RN,-6.25484,-36.5146
agua branca,AL,-5.88856,-42.637
agua branca,AL,-7.51144,-37.6357
agua branca,AL,-9.262,-37.938
crateus,CE,-5.16768,-40.6536
garibaldi,RS,-29.259,-51.5352
estancia velha,RS,-29.6535,-51.1843
papanduva,SC,-26.3777,-50.1419
miranda do norte,MA,-3.56313,-44.5814
itambe,BA,-23.6601,-51.9912
itambe,BA,-7.41403,-35.0963
itambe,BA,-15.2429,-40.63
senador canedo,GO,-16.7084,-49.0914
guaraniacu,PR,-25.0968,-52.8755
paraisopolis,MG,-22.5539,-45.7803
antonina,PR,-25.4386,-48.7191
tapejara,RS,-23.7315,-52.8735
tapejara,RS,-28.0652,-52.0097
cabreuva,SP,-23.3053,-47.1362
cassia,MG,-20.5831,-46.9201
mata roma,MA,-3.62035,-43.1112
balneario pinhal,RS,-30.2419,-50.2337
cajati,SP,-24.7324,-48.1223
aracoiaba,CE,-7.78391,-35.0809
aracoiaba,CE,-4.36872,-38.8125
monte alegre de minas,MG,-18.869,-48.881
nova araca,RS,-28.6537,-51.7458
teotonio vilela,AL,-9.91656,-36.3492
jaguariuna,SP,-22.7037,-46.9851
aguas formosas,MG,-17.0802,-40.9384
pojuca,BA,-12.4303,-38.3374
guapo,GO,-16.8297,-49.5345
anastacio,MS,-20.4823,-55.8104
aguas lindas de goias,GO,-15.7617,-48.2816
agua boa,MT,-17.9914,-42.3806
agua boa,MT,-14.051,-52.1601
jaguaribe,CE,-5.90213,-38.6227
senador jose porfirio,PA,-4.31242,-51.5764
itapirapua,GO,-15.8205,-50.6094
hidrolina,GO,-14.7261,-49.4634
vista alegre,RS,-27.3686,-53.4919
iacu,BA,-12.7666,-40.2056
palmeira das missoes,RS,-27.9007,-53.3134
toritama,PE,-8.00955,-36.0637
prudente de morais,MG,-19.4742,-44.1591
itapejara d'oeste,PR,-25.9619,-52.8152
humaita,AM,-27.5691,-53.9695
humaita,AM,-7.51171,-63.0327
sao thome das letras,MG,-21.7218,-44.9849
passos,MG,-20.7193,-46.609
cristalina,GO,-16.7676,-47.6131
benedito novo,SC,-26.781,-49.3593
santo amaro,BA,-12.5472,-38.7137
marinopolis,SP,-20.4389,-50.8254
divinolandia de minas,MG,-18.8004,-42.6103
itutinga,MG,-21.3,-44.6567
santana do paraiso,MG,-19.3661,-42.5446
itaperuna,RJ,-21.1997,-41.8799
lupionopolis,PR,-22.755,-51.6601
itirapina,SP,-22.2562,-47.8166
alto paraiso,RO,-26.1146,-52.7469
alto paraiso,RO,-9.71429,-63.3188
visconde do rio branco,MG,-21.0127,-42.8361
taiobeiras,MG,-15.8106,-42.2259
eloi mendes,MG,-21.6088,-45.5691
campina verde,MG,-19.5382,-49.4862
mae do rio,PA,-2.05683,-47.5601
orizona,GO,-17.0334,-48.2964
sapopema,PR,-23.9078,-50.5801
boa vista do sul,RS,-29.3544,-51.6687
teutonia,RS,-29.4482,-51.8044
nepomuceno,MG,-21.2324,-45.235
